DTYPE,code,displayValue,productCd,countryCd
CountryLookupValue,P138,Produce Supervisor,,IE
CountryLookupValue,P139,Producer,,IE
CountryLookupValue,P140,Product Installer,,IE
CountryLookupValue,P141,Product Manager,,IE
CountryLookupValue,P142,Production Hand,,IE
CountryLookupValue,P143,Production Manager,,IE
CountryLookupValue,P144,Production Planner,,IE
CountryLookupValue,P145,Professional Boxer,,IE
CountryLookupValue,P146,Professional Racing Driver,,IE
CountryLookupValue,P147,Professional Racing Motorcyclist,,IE
CountryLookupValue,P148,Professional Wrestler,,IE
CountryLookupValue,P149,Professor,,IE
CountryLookupValue,P150,Progress Chaser,,IE
CountryLookupValue,P151,Progress Clerk,,IE
CountryLookupValue,P152,Project Co-Ordinator,,IE
CountryLookupValue,P153,Project Engineer,,IE
CountryLookupValue,P154,Project Leader,,IE
CountryLookupValue,P155,Project Manager,,IE
CountryLookupValue,P156,Project Worker,,IE
CountryLookupValue,P157,Projectionist,,IE
CountryLookupValue,P158,Promoter,,IE
CountryLookupValue,P159,Proof Reader,,IE
CountryLookupValue,P160,Property Buyer,,IE
CountryLookupValue,P161,Property Dealer,,IE
CountryLookupValue,P162,Property Developer,,IE
CountryLookupValue,P163,Property Manager,,IE
CountryLookupValue,P164,Property Valuer,,IE
CountryLookupValue,P165,Proprietor,,IE
CountryLookupValue,P166,Prosthetist,,IE
CountryLookupValue,P167,Psychiatrist,,IE
CountryLookupValue,P168,Psychoanalyst,,IE
CountryLookupValue,P169,Psychologist,,IE
CountryLookupValue,P170,Psychotherapist,,IE
CountryLookupValue,P171,Public House Manager,,IE
CountryLookupValue,P172,Public Relations Officer,,IE
CountryLookupValue,P173,Publican,,IE
CountryLookupValue,P174,Publicity Manager,,IE
CountryLookupValue,P175,Publisher,,IE
CountryLookupValue,P176,Publishing Manager,,IE
CountryLookupValue,P177,Purchase Clerk,,IE
CountryLookupValue,P178,Purchase Ledger Clerk,,IE
CountryLookupValue,P179,Purchasing Assistant,,IE
CountryLookupValue,P180,Purchasing Manager,,IE
CountryLookupValue,P181,Purser,,IE
CountryLookupValue,Q1,Quality Controller,,IE
CountryLookupValue,Q2,Quality Engineer,,IE
CountryLookupValue,Q3,Quality Inspector,,IE
CountryLookupValue,Q4,Quality Manager,,IE
CountryLookupValue,Q1,Quality Technician,,IE
CountryLookupValue,Q2,Quantity Surveyor,,IE
CountryLookupValue,Q3,Quarry Worker,,IE
CountryLookupValue,Q4,Queens Council,,IE
CountryLookupValue,R1,Rabbi,,IE
CountryLookupValue,R2,Racehorse Groom,,IE
CountryLookupValue,R3,Racing organiser,,IE
CountryLookupValue,R4,Radio Controller,,IE
CountryLookupValue,R5,Radio Director,,IE
CountryLookupValue,R6,Radio Engineer,,IE
CountryLookupValue,R7,Radio Operator,,IE
CountryLookupValue,R8,Radio Presenter,,IE
CountryLookupValue,R9,Radio Producer,,IE
CountryLookupValue,R10,Radiographer,,IE
CountryLookupValue,R11,Radiologist,,IE
CountryLookupValue,R12,Rally Driver,,IE
CountryLookupValue,R13,Ramp Agent,,IE
CountryLookupValue,R14,Receptionist,,IE
CountryLookupValue,R15,Records Supervisor,,IE
CountryLookupValue,R16,Recovery Vehicle Co-Ordinator,,IE
CountryLookupValue,R17,Recruitment Consultant,,IE
CountryLookupValue,R18,Rector,,IE
CountryLookupValue,R19,Referee,,IE
CountryLookupValue,R20,Refit Merchandiser,,IE
CountryLookupValue,R21,Reflexologist,,IE
CountryLookupValue,R22,Refractory Engineer,,IE
CountryLookupValue,R23,Refrigeration Engineer,,IE
CountryLookupValue,R24,Refuse Collector,,IE
CountryLookupValue,R25,Registrar,,IE
CountryLookupValue,R26,Regulator,,IE
CountryLookupValue,R27,Relocation Agent,,IE
CountryLookupValue,R28,Remedial Therapist,,IE
CountryLookupValue,R29,Rent Collector,,IE
CountryLookupValue,R30,Rent Officer,,IE
CountryLookupValue,R31,Repair Man,,IE
CountryLookupValue,R32,Reporter,,IE
CountryLookupValue,R33,Reprographic Assistant,,IE
CountryLookupValue,R34,Research Analyst,,IE
CountryLookupValue,R35,Research Consultant,,IE
CountryLookupValue,R36,Research Director,,IE
CountryLookupValue,R37,Research Scientist,,IE
CountryLookupValue,R38,Research Technician,,IE
CountryLookupValue,R39,Researcher,,IE
CountryLookupValue,R40,Re-Settlement Officer,,IE
CountryLookupValue,R41,Resin Caster,,IE
CountryLookupValue,R42,Restaurant Manager,,IE
CountryLookupValue,R43,Restaurateur,,IE
CountryLookupValue,R44,Restorer,,IE
CountryLookupValue,R45,Retired,,IE
CountryLookupValue,R46,Revenue Clerk,,IE
CountryLookupValue,R47,Revenue Officer,,IE
CountryLookupValue,R48,Rig Worker,,IE
CountryLookupValue,R49,Rigger,,IE
CountryLookupValue,R50,Riveter,,IE
CountryLookupValue,R51,Road Safety Officer,,IE
CountryLookupValue,R52,Road Sweeper,,IE
CountryLookupValue,R53,Road Worker,,IE
CountryLookupValue,R54,Roof Tiler,,IE
CountryLookupValue,R55,Roofer,,IE
CountryLookupValue,R56,Rose Grower,,IE
CountryLookupValue,R57,Royal Marine,,IE
CountryLookupValue,R58,Rug Maker,,IE
CountryLookupValue,S1,Saddler,,IE
CountryLookupValue,S2,Safety Officer,,IE
CountryLookupValue,S3,Sales Administrator,,IE
CountryLookupValue,S4,Sales Assistant,,IE
CountryLookupValue,S5,Sales Director,,IE
CountryLookupValue,S6,Sales Engineer,,IE
CountryLookupValue,S7,Sales Executive,,IE
CountryLookupValue,S8,Sales Manager,,IE
CountryLookupValue,S9,Sales Representative,,IE
CountryLookupValue,S10,Sales Support,,IE
CountryLookupValue,S11,Sales Woman,,IE
CountryLookupValue,S12,Salesman,,IE
CountryLookupValue,S13,Sand Blaster,,IE
CountryLookupValue,S14,Saw Miller,,IE
CountryLookupValue,S15,Scaffolder,,IE
CountryLookupValue,S16,School Crossing Warden,,IE
CountryLookupValue,S17,School Inspector,,IE
CountryLookupValue,S18,Scientific Officer,,IE
CountryLookupValue,S19,Scientist,,IE
CountryLookupValue,S20,Scrap Dealer,,IE
CountryLookupValue,S21,Screen Printer,,IE
CountryLookupValue,S22,Screen Writer,,IE
CountryLookupValue,S23,Script Writer,,IE
CountryLookupValue,S24,Sculptor,,IE
CountryLookupValue,S25,Seaman,,IE
CountryLookupValue,S26,Seamstress,,IE
CountryLookupValue,S27,Second Hand Dealer,,IE
CountryLookupValue,S28,Secretary,,IE
CountryLookupValue,S29,Secretary and Pa,,IE
CountryLookupValue,S30,Security Consultant,,IE
CountryLookupValue,S31,Security Controller,,IE
CountryLookupValue,S32,Security Guard,,IE
CountryLookupValue,S33,Security Officer,,IE
CountryLookupValue,S34,Seedsman,,IE
CountryLookupValue,S35,Semi-Professional Sportsperson,,IE
CountryLookupValue,S36,Senator,,IE
CountryLookupValue,S37,Service Engineer,,IE
CountryLookupValue,S38,Service Manager,,IE
CountryLookupValue,S39,Share Dealer,,IE
CountryLookupValue,S40,Sheet Metal Worker,,IE
CountryLookupValue,S41,Shelf Filler,,IE
CountryLookupValue,S42,Shelter Warden,,IE
CountryLookupValue,S43,Shepherd,,IE
CountryLookupValue,S44,Sheriff,,IE
CountryLookupValue,S45,Sheriff Clerk,,IE
CountryLookupValue,S46,Sheriff Principal,,IE
CountryLookupValue,S47,Sheriffs Officer,,IE
CountryLookupValue,S48,Shift Controller,,IE
CountryLookupValue,S49,Ship Broker,,IE
CountryLookupValue,S50,Ship Builder,,IE
CountryLookupValue,S51,Shipping Clerk,,IE
CountryLookupValue,S52,Shipping Officer,,IE
CountryLookupValue,S53,Shipwright,,IE
CountryLookupValue,S54,Shoe Maker,,IE
CountryLookupValue,S55,Shoe Repairer,,IE
CountryLookupValue,S56,Shooting Instructor,,IE
CountryLookupValue,S57,Shop Assistant,,IE
CountryLookupValue,S58,Shop Fitter,,IE
CountryLookupValue,S59,Shop Keeper,,IE
CountryLookupValue,S60,Shop Manager,,IE
CountryLookupValue,S61,Shop Proprietor,,IE
CountryLookupValue,S62,Shot Blaster,,IE
CountryLookupValue,S63,Show Jumper,,IE
CountryLookupValue,S64,Showman,,IE
CountryLookupValue,S65,Shunter,,IE
CountryLookupValue,S66,Sign Maker,,IE
CountryLookupValue,S67,Signalman,,IE
CountryLookupValue,S68,Signwriter,,IE
CountryLookupValue,S69,Site Agent,,IE
CountryLookupValue,S70,Site Engineer,,IE
CountryLookupValue,S71,Skipper,,IE
CountryLookupValue,S72,Slater,,IE
CountryLookupValue,S73,Slaughterman,,IE
CountryLookupValue,S74,Smallholder,,IE
CountryLookupValue,S75,Social Worker,,IE
CountryLookupValue,S76,Software Consultant,,IE
CountryLookupValue,S77,Software Engineer,,IE
CountryLookupValue,S78,Soldier,,IE
CountryLookupValue,S79,Solicitor,,IE
CountryLookupValue,S80,Song Writer,,IE
CountryLookupValue,S81,Sorter,,IE
CountryLookupValue,S82,Sound Engineer,,IE
CountryLookupValue,S83,Sound Technician,,IE
CountryLookupValue,S84,Special Constable,,IE
CountryLookupValue,S85,Special Needs Assistant,,IE
CountryLookupValue,S86,Speech Therapist,,IE
CountryLookupValue,S87,Spinner,,IE
CountryLookupValue,S88,Sports Centre Attendant,,IE
CountryLookupValue,S89,Sports Coach,,IE
CountryLookupValue,S90,Sports Commentator,,IE
CountryLookupValue,S91,Sportsman,,IE
CountryLookupValue,S92,Sportswoman,,IE
CountryLookupValue,S93,Spring Maker,,IE
CountryLookupValue,S94,Stable Hand,,IE
CountryLookupValue,S95,Staff Nurse,,IE
CountryLookupValue,S96,Stage Director,,IE
CountryLookupValue,S97,Stage Manager,,IE
CountryLookupValue,S98,Stage Mover,,IE
CountryLookupValue,S99,Station Manager,,IE
CountryLookupValue,S100,Stationer,,IE
CountryLookupValue,S101,Statistician,,IE
CountryLookupValue,S102,Steel Erector,,IE
CountryLookupValue,S103,Steel Worker,,IE
CountryLookupValue,S104,Steeplejack,,IE
CountryLookupValue,S105,Stenographer,,IE
CountryLookupValue,S106,Stevedore,,IE
CountryLookupValue,S107,Steward,,IE
CountryLookupValue,S108,Stewardess,,IE
CountryLookupValue,S109,Stock Controller,,IE
CountryLookupValue,S110,Stock Manager,,IE
CountryLookupValue,S111,Stockbroker,,IE
CountryLookupValue,S112,Stockman,,IE
CountryLookupValue,S113,Stocktaker,,IE
CountryLookupValue,S114,Stone Cutter,,IE
CountryLookupValue,S115,Stone Sawyer,,IE
CountryLookupValue,S116,Stonemason,,IE
CountryLookupValue,S117,Store Detective,,IE
CountryLookupValue,S118,Storeman,,IE
CountryLookupValue,S119,Storewoman,,IE
CountryLookupValue,S120,Street Entertainer,,IE
CountryLookupValue,S121,Street Trader,,IE
CountryLookupValue,S122,Stud Hand,,IE
CountryLookupValue,S123,Stud Manager,,IE
CountryLookupValue,S124,Student,,IE
CountryLookupValue,S125,Student Nurse,,IE
CountryLookupValue,S126,Student Teacher,,IE
CountryLookupValue,S127,Studio Manager,,IE
CountryLookupValue,S128,Sub-Postmaster,,IE
CountryLookupValue,S129,Sub-Postmistress,,IE
CountryLookupValue,S130,Supervisor,,IE
CountryLookupValue,S131,Supply Teacher,,IE
CountryLookupValue,S132,Surgeon,,IE
CountryLookupValue,S133,Surveyor,,IE
CountryLookupValue,S134,Systems Analyst,,IE
CountryLookupValue,S135,Systems Engineer,,IE
CountryLookupValue,S136,Systems Manager,,IE
CountryLookupValue,T1,Tachograph Analyst,,IE
CountryLookupValue,T2,Tacker,,IE
CountryLookupValue,T3,Tailor,,IE
CountryLookupValue,T4,Tank Farm Operative,,IE
CountryLookupValue,T5,Tanker Driver,,IE
CountryLookupValue,T6,Tanner,,IE
CountryLookupValue,T7,Tarmacer,,IE
CountryLookupValue,T8,Tarot Reader/Palmistry Expert,,IE
CountryLookupValue,T9,Tattooist,,IE
CountryLookupValue,T10,Tax Advisor,,IE
CountryLookupValue,T11,Tax Analyst,,IE
CountryLookupValue,T12,Tax Assistant,,IE
CountryLookupValue,T13,Tax Consultant,,IE
CountryLookupValue,T14,Tax Inspector,,IE
CountryLookupValue,T15,Tax Manager,,IE
CountryLookupValue,T16,Tax Officer,,IE
CountryLookupValue,T17,Taxi Controller,,IE
CountryLookupValue,T18,Taxi Driver,,IE
CountryLookupValue,T19,Taxidermist,,IE
CountryLookupValue,T20,Td/Senator,,IE
CountryLookupValue,T21,Tea Blender,,IE
CountryLookupValue,T22,Tea Taster,,IE
CountryLookupValue,T23,Teacher,,IE
CountryLookupValue,T24,Teachers Assistant,,IE
CountryLookupValue,T25,Technical Advisor,,IE
CountryLookupValue,T26,Technical Analyst,,IE
CountryLookupValue,T27,Technical Assistant,,IE
CountryLookupValue,T28,Technical Author,,IE
CountryLookupValue,T29,Technical Clerk,,IE
CountryLookupValue,T30,Technical Co-ordinator,,IE
CountryLookupValue,T31,Technical Director,,IE
CountryLookupValue,T32,Technical Editor,,IE
CountryLookupValue,T33,Technical Engineer,,IE
CountryLookupValue,T34,Technical Illustrator,,IE
CountryLookupValue,T35,Technical Instructor,,IE
CountryLookupValue,T36,Technical Liaison Engineer,,IE
CountryLookupValue,T37,Technical Manager,,IE
CountryLookupValue,T38,Telecommunication Consultant,,IE
CountryLookupValue,T39,Telecommunications Engineer,,IE
CountryLookupValue,T40,Telecommunications Manager,,IE
CountryLookupValue,T41,Telegraphist,,IE
CountryLookupValue,T42,Telemarketeer,,IE
CountryLookupValue,T43,Telephone Engineer,,IE
CountryLookupValue,T44,Telephonist,,IE
CountryLookupValue,T45,Telesales Person,,IE
CountryLookupValue,T46,Television Director,,IE
CountryLookupValue,T47,Television Engineer,,IE
CountryLookupValue,T48,Television Presenter,,IE
CountryLookupValue,T49,Television Producer,,IE
CountryLookupValue,T50,Telex Operator,,IE
CountryLookupValue,T51,Temperature Time Recorder,,IE
CountryLookupValue,T52,Tennis Coach,,IE
CountryLookupValue,T53,Terrier,,IE
CountryLookupValue,T54,Textile Consultant,,IE
CountryLookupValue,T55,Textile Engineer,,IE
CountryLookupValue,T56,Textile Technician,,IE
CountryLookupValue,T57,Textile Worker,,IE
CountryLookupValue,T58,Thatcher,,IE
CountryLookupValue,T59,Theatre Manager,,IE
CountryLookupValue,T60,Theatre Technician,,IE
CountryLookupValue,T61,Theatrical Agent,,IE
CountryLookupValue,T62,Therapist,,IE
CountryLookupValue,T63,Thermal Engineer,,IE
CountryLookupValue,T64,Thermal Insulator,,IE
CountryLookupValue,T65,Ticket Agent,,IE
CountryLookupValue,T66,Ticket Inspector,,IE
CountryLookupValue,T67,Tiler,,IE
CountryLookupValue,T68,Timber Inspector,,IE
CountryLookupValue,T69,Timber Worker,,IE
CountryLookupValue,T70,Tobacconist,,IE
CountryLookupValue,T71,Toll Collector,,IE
CountryLookupValue,T72,Tool Maker,,IE
CountryLookupValue,T73,Tool Setter,,IE
CountryLookupValue,T74,Tour Agent,,IE
CountryLookupValue,T75,Tour Guide,,IE
CountryLookupValue,T76,Town Clerk,,IE
CountryLookupValue,T77,Town Planner,,IE
CountryLookupValue,T78,Toy Maker,,IE
CountryLookupValue,T79,Toy Trader,,IE
CountryLookupValue,T80,Track Worker,,IE
CountryLookupValue,T81,Tractor Driver,,IE
CountryLookupValue,T82,Tractor Mechanic,,IE
CountryLookupValue,T83,Trade Mark Agent,,IE
CountryLookupValue,T84,Trade Union Official,,IE
CountryLookupValue,T85,Trading Standards Officer,,IE
CountryLookupValue,T86,Traffic Clerk,,IE
CountryLookupValue,T87,Traffic Engineer,,IE
CountryLookupValue,T88,Traffic Officer,,IE
CountryLookupValue,T89,Traffic Planner,,IE
CountryLookupValue,T90,Traffic Supervisor,,IE
CountryLookupValue,T91,Traffic Warden,,IE
CountryLookupValue,T92,Train Driver,,IE
CountryLookupValue,T93,Trainee Manager,,IE
CountryLookupValue,T94,Trainer,,IE
CountryLookupValue,T95,Training Advisor,,IE
CountryLookupValue,T96,Training Assistant,,IE
CountryLookupValue,T97,Training Consultant,,IE
CountryLookupValue,T98,Training Co-Ordinator,,IE
CountryLookupValue,T99,Training Instructor,,IE
CountryLookupValue,T100,Training Manager,,IE
CountryLookupValue,T101,Training Officer,,IE
CountryLookupValue,T102,Transcriber,,IE
CountryLookupValue,T103,Translator,,IE
CountryLookupValue,T104,Transport Clerk,,IE
CountryLookupValue,T105,Transport Consultant,,IE
CountryLookupValue,T106,Transport Controller,,IE
CountryLookupValue,T107,Transport Engineer,,IE
CountryLookupValue,T108,Transport Manager,,IE
CountryLookupValue,T109,Transport Officer,,IE
CountryLookupValue,T110,Transport Planner,,IE
CountryLookupValue,T111,Travel Agent,,IE
CountryLookupValue,T112,Travel Clerk,,IE
CountryLookupValue,T113,Travel Consultant,,IE
CountryLookupValue,T114,Travel Courier,,IE
CountryLookupValue,T115,Travel Guide,,IE
CountryLookupValue,T116,Travel Guide Writer,,IE
CountryLookupValue,T117,Travel Representative,,IE
CountryLookupValue,T118,Treasurer,,IE
CountryLookupValue,T119,Tree Feller,,IE
CountryLookupValue,T120,Tree Surgeon,,IE
CountryLookupValue,T121,Trichologist,,IE
CountryLookupValue,T122,Trinity House Pilot,,IE
CountryLookupValue,T123,Trout Farmer,,IE
CountryLookupValue,T124,T-Shirt Printer,,IE
CountryLookupValue,T125,Tug Skipper,,IE
CountryLookupValue,T126,Tunneller,,IE
CountryLookupValue,T127,Turf Accountant,,IE
CountryLookupValue,T128,Turkey Farmer,,IE
CountryLookupValue,T129,Turner,,IE
CountryLookupValue,T130,Tutor,,IE
CountryLookupValue,T131,Tv and Video Installer,,IE
CountryLookupValue,T132,Tv and Video Repairer,,IE
CountryLookupValue,T133,Tv Editor,,IE
CountryLookupValue,T134,Typesetter,,IE
CountryLookupValue,T135,Typewriter Engineer,,IE
CountryLookupValue,T136,Typist,,IE
CountryLookupValue,T137,Tyre Builder,,IE
CountryLookupValue,T138,Tyre Fitter,,IE
CountryLookupValue,T139,Tyre Inspector,,IE
CountryLookupValue,T140,Tyre Technician,,IE
CountryLookupValue,U1,Umpire,,IE
CountryLookupValue,U2,Undertaker,,IE
CountryLookupValue,U3,Underwriter,,IE
CountryLookupValue,U4,Unemployed,,IE
CountryLookupValue,U5,Upholsterer,,IE
CountryLookupValue,U6,Usher,,IE
CountryLookupValue,V1,Valuer,,IE
CountryLookupValue,V2,Valve Technician,,IE
CountryLookupValue,V3,Van Driver,,IE
CountryLookupValue,V4,Vdu Operator,,IE
CountryLookupValue,V5,Vehicle Assessor,,IE
CountryLookupValue,V6,Vehicle Engineer,,IE
CountryLookupValue,V7,Vehicle Technician,,IE
CountryLookupValue,V8,Vending Machine Filler,,IE
CountryLookupValue,V9,Vending Machine Technician,,IE
CountryLookupValue,V10,Ventriloquist,,IE
CountryLookupValue,V11,Verger,,IE
CountryLookupValue,V12,Veterinary Assistant,,IE
CountryLookupValue,V13,Veterinary Surgeon,,IE
CountryLookupValue,V14,Vicar,,IE
CountryLookupValue,V15,Violin Maker,,IE
CountryLookupValue,V16,Voluntary Worker,,IE
CountryLookupValue,W1,Wages Clerk,,IE
CountryLookupValue,W2,Waiter,,IE
CountryLookupValue,W3,Waitress,,IE
CountryLookupValue,W4,Warehouse Manager,,IE
CountryLookupValue,W5,Warehouseman,,IE
CountryLookupValue,W6,Warehousewoman,,IE
CountryLookupValue,W7,Waste Dealer,,IE
CountryLookupValue,W8,Watchmaker,,IE
CountryLookupValue,W9,Water Diviner,,IE
CountryLookupValue,W10,Weaver,,IE
CountryLookupValue,W11,Web Designer,,IE
CountryLookupValue,W12,Weighbridge Clerk,,IE
CountryLookupValue,W13,Weighbridge Operator,,IE
CountryLookupValue,W14,Welder,,IE
CountryLookupValue,W15,Welfare Assistant,,IE
CountryLookupValue,W16,Welfare Officer,,IE
CountryLookupValue,W17,Welfare Rights Officer,,IE
CountryLookupValue,W18,Wheel Clamper,,IE
CountryLookupValue,W19,Wholesale Newspaper Delivery Driver,,IE
CountryLookupValue,W20,Wholesaler,,IE
CountryLookupValue,W21,Window Cleaner,,IE
CountryLookupValue,W22,Window Dresser,,IE
CountryLookupValue,W23,Windscreen Fitter,,IE
CountryLookupValue,W24,Wine Merchant,,IE
CountryLookupValue,W25,Wood Carver,,IE
CountryLookupValue,W26,Wood Cutter,,IE
CountryLookupValue,W27,Wood Worker,,IE
CountryLookupValue,W28,Word Processing Operator,,IE
CountryLookupValue,W29,Works Manager,,IE
CountryLookupValue,W30,Writer,,IE
CountryLookupValue,Y1,Yacht Master,,IE
CountryLookupValue,Y2,Yard Manager,,IE
CountryLookupValue,Y3,Yoga Teacher,,IE
CountryLookupValue,Y4,Youth Hostel Warden,,IE
CountryLookupValue,Y5,Youth Worker,,IE
CountryLookupValue,Z1,Zoo Keeper,,IE
CountryLookupValue,Z2,Zoo Manager,,IE
CountryLookupValue,Z3,Zoologist,,IE
CountryLookupValue,Z4,Zoology Consultant,,IE
